Station Name,Street Address,City,State,ZIP,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Connector Types,Access Code,Facility Type,Total_Chargers,Has_Level1,Has_Level2,Has_DC_Fast,ZIP_int,zip_code_int,county_name,electricity_rate_per_kwh,rate_tier
THE 500 THE 500,500-532 CA-111BUS,Palm Springs,CA,92264,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92264,92264,Riverside,0.3869,Medium
ESSEX BROOKSIDE OAKS,1651 Belleville Way,Sunnyvale,CA,94087,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94087,,San Francisco,0.4597,High
GANAHL LUMBER EV PUBLIC GL,2600 Del Amo Blvd,Torrance,CA,90503,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90503,,Los Angeles,0.3,Low
CULVER HONDA PARKINGLOTUNIT,9055 Washington Blvd,Culver City,CA,90232,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90232,,Los Angeles,0.3,Low
ESSEX MAGNOLIA SQUARE,107 South Mary Avenue,Sunnyvale,CA,94086,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94086,,San Francisco,0.4597,High
CCC STATION 1,2870 Gateway Oaks Dr,Sacramento,CA,95833,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95833,,Sacramento,0.3869,Medium
CCC STATION 2,2890 Gateway Oaks,Sacramento,CA,95833,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95833,,Sacramento,0.3869,Medium
IRVINE  CO  OFC 450 SPECTRUM 03,400 Spectrum Center Dr,Irvine,CA,92618,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92618,92618,Orange,0.3869,Medium
2400 FENTON STATION 1,2420 Fenton St,Chula Vista,CA,91914,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91914,,Los Angeles,0.3,Low
RAMONA SHOPPING SUNVALLEY #1,1312-1314 CA-67,Ramona,CA,92065,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92065,92065,San Diego,0.4597,High
BROADWAY MGT 1516 OAK,1516 Oak St,Alameda,CA,94501,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94501,,San Francisco,0.4597,High
CONTRA COSTA CO HSD 2400 IT,2400 Bisso Ln,Concord,CA,94520,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94520,,San Francisco,0.4597,High
UCSD CP-MES NUEV 1-1,3809 Miramar Street,La Jolla,CA,92037,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92037,92037,San Diego,0.4597,High
ATRIUM PS ATRIUM 01,18925 Bardeen Ave,Irvine,CA,92612,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92612,92612,Orange,0.3869,Medium
CORPORATE YARD CIVIC CENTER 3,11338 Bullis Rd,Lynwood,CA,90262,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90262,,Los Angeles,0.3,Low
IRVINE  CO  OFC WWG I L3 01,11111 Santa Monica Blvd.,Los Angeles,CA,90025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90025,90025,Los Angeles,0.3,Low
PMH CHARGEPOINT 1801 STATION 2,1801 Page Mill Rd,Palo Alto,CA,94304,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94304,,San Francisco,0.4597,High
PMH CHARGEPOINT 1881 STATION 2,1881 Page Mill Rd,Palo Alto,CA,94304,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94304,,San Francisco,0.4597,High
DAYSINN CHARGER DAYS INN 2,1590 Coolwater Ln,Barstow,CA,92311,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92311,,Orange,0.3869,Medium
CVC CNTR GARAGE NEWPORT COAST 1,6401 San Joaquin Hills Rd,Newport Beach,CA,92657,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92657,92657,Orange,0.3869,Medium
CVC CNTR GARAGE MARINA PARK,1600 W Balboa Blvd,Newport Beach,CA,92663,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92663,92663,Orange,0.3869,Medium
CVC CNTR GARAGE OASIS CENTER,801 Narcissus Ave,Newport Beach,CA,92625,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92625,92625,Orange,0.3869,Medium
AUXILIARY LOT CAPRI LAGUNA 1,1300-1398 Gaviota Dr,Laguna Beach,CA,92651,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92651,92651,Orange,0.3869,Medium
MARIN GATEWAY STATION 1,190 Donahue St,Sausalito,CA,94965,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94965,,San Francisco,0.4597,High
PORT OF HUENEME UNIT 2,333 Ponoma St,Port Hueneme,CA,93041,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93041,,Los Angeles,0.3,Low
UCSD CP-CALA 1,3869 Miramar Street,La Jolla,CA,92037,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92037,92037,San Diego,0.4597,High
PORT OF HUENEME UNIT 1,105 E Port Hueneme Rd,Port of Hueneme,CA,93041,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93041,,Los Angeles,0.3,Low
CORPORATE YARD CIVIC CENTER 1,11338-11348 Bullis Rd,Lynwood,CA,90262,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90262,,Los Angeles,0.3,Low
MUNICIPAL REC PARK,16400 Brookhurst street,Fountain Valley,CA,92708,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92708,,Orange,0.3869,Medium
CNTYOFRIVERSIDE RUHS-#6,26552 Cactus Ave,Moreno Valley,CA,92555,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92555,,Orange,0.3869,Medium
MUNICIPAL CITY HALL WEST,10200 Slater Ave,Fountain Valley,CA,92708,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92708,,Orange,0.3869,Medium
CAISO LOC EV #3,500 Business Park Dr,Lincoln,CA,95648,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95648,95648,Sacramento,0.3869,Medium
LAFAYETTE EV RISA 2 AND 3,3800 Mt Diablo Blvd,Lafayette,CA,94549,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94549,,San Francisco,0.4597,High
ORCHARD PARKING STATION 2,23803 McBean Pkwy,Santa Clarita,CA,91355,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91355,91355,Los Angeles,0.3,Low
10557TH STATION 1,1055 W 7th St,Los Angeles,CA,90017,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90017,90017,Los Angeles,0.3,Low
OPTERRA SIMI VALLEY 2,3901 Alamo St,Simi Valley,CA,93063,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93063,,Los Angeles,0.3,Low
OPTERRA SIMI VALLEY 1,3900 Avenida Simi,Simi Valley,CA,93063,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93063,,Los Angeles,0.3,Low
CYEC STATION 01,141 Magnolia Ave,El Cajon,CA,92020,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92020,92020,San Diego,0.4597,High
WEST SACRAMENTO STATION 2,900 Bridge St,West Sacramento,CA,95691,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95691,95691,Sacramento,0.3869,Medium
WEST SACRAMENTO STATION 1,900 Bridge St,West Sacramento,CA,95691,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95691,95691,Sacramento,0.3869,Medium
ROSEVILLE MAHANY 1,1545 Pleasant Grove Blvd,Roseville,CA,95747,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95747,,Sacramento,0.3869,Medium
CCSF SFMTA ELLIS 1,123 O'Farrell,San Francisco,CA,94102,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94102,,San Francisco,0.4597,High
LACC EV STATION CHINATOWN LOT,419 W College Street,Los Angeles,CA,90012,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90012,90012,Los Angeles,0.3,Low
FREMONT EV CAPITOL AVE #12,3300 Capitol Ave,Fremont,CA,94538,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94538,,San Francisco,0.4597,High
FREMONT EV CAPITOL AVE #14,3168-3250 Capitol Ave,Fremont,CA,94538,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94538,,San Francisco,0.4597,High
SSEWER GOETHE 01,10060 Goethe Rd,Sacramento,CA,95827,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95827,,Sacramento,0.3869,Medium
FREMONT EV CAPITOL AVE #10,3423-3499 Capitol Ave,Fremont,CA,94538,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94538,,San Francisco,0.4597,High
LBSTORAGECENTER LBSTORAGECENTER,1700 Santa Fe Ave,Long Beach,CA,90813,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90813,,Los Angeles,0.3,Low
MERGE #1,5550 Carmel Mountain Rd,San Diego,CA,92130,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92130,,Orange,0.3869,Medium
CAR CHARGER CVS EV1 STATION,6877 Sebastopol Ave,Sebastopol,CA,95472,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95472,,Sacramento,0.3869,Medium
FREMONT EV CAPITOL AVE #08,3535-3563 Capitol Ave,Fremont,CA,94538,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94538,,San Francisco,0.4597,High
FREMONT EV CAPITOL AVE #09,3426-3482 Capitol Ave,Fremont,CA,94538,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94538,,San Francisco,0.4597,High
FREMONT EV CAPITOL AVE #07,3500-3562 Capitol Ave,Fremont,CA,94538,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94538,,San Francisco,0.4597,High
FREMONT EV CAPITOL AVE #11,3359-3399 Capitol Ave,Fremont,CA,94538,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94538,,San Francisco,0.4597,High
FREMONT EV CAPITOL AVE #13,3139-3193 Capitol Ave,Fremont,CA,94538,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94538,,San Francisco,0.4597,High
PARK PLACE EV A,1100 Park Pl Basement Garage,San Mateo,CA,94403,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94403,,San Francisco,0.4597,High
UDR VERVE 3,1984 El Camino Real,Mountain View,CA,94040,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94040,,San Francisco,0.4597,High
JOHN MUIR HLTH 1400 JMH #1,1400 Treat Blvd,Walnut Creek,CA,94597,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94597,,San Francisco,0.4597,High
RAMONA SHOPPING TOWN & COUNTRY,30240 CA-78,Santa Ysabel,CA,92070,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92070,92070,San Diego,0.4597,High
EMBARCADERO LOT FCCPA STATION,1985 Louis Rd,Palo Alto,CA,94303,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94303,,San Francisco,0.4597,High
ESSEX CENTURY TOWER3,1729 N 1st St,San Jose,CA,95112,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95112,,Sacramento,0.3869,Medium
CNTYOFRIVERSIDE RIVERSIDE CAC 3,4080 lemon street,Riverside,CA,92501,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92501,,Orange,0.3869,Medium
VALET 2ND FLOOR 2,1300 Athens Ave,Lincoln,CA,95648,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95648,95648,Sacramento,0.3869,Medium
CNTYOFRIVERSIDE 12TH ST PRKNG#4,3535 12th St,Riverside,CA,92501,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92501,,Orange,0.3869,Medium
ESSEX HACIENDA LAKE 2,4492-4496 Hacienda Dr,Pleasanton,CA,94588,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94588,,San Francisco,0.4597,High
STUDIO BNC,"4050 Lankershim Blvd, Studio City, CA 91604",Universal City,CA,91608,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91608,,Los Angeles,0.3,Low
TOWN CENTER STATION 02,1000 Town Center Dr,Oxnard,CA,93036,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93036,,Los Angeles,0.3,Low
UCSD CP-MES NUEV 1-3,3809 Miramar Street,La Jolla,CA,92037,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92037,92037,San Diego,0.4597,High
UDR VERVE 2,1984 W El Camino Real,Mountain View,CA,94040,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94040,,San Francisco,0.4597,High
STUDIO 2160-STATION 06,2160 Parking Garage,Universal City,CA,91608,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91608,,Los Angeles,0.3,Low
PALO ALTO CA HIGH #2,528 High St,Palo Alto,CA,94301,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94301,,San Francisco,0.4597,High
STUDIO 1360-STATION 06,1360 Parking Garage,Universal City,CA,91608,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91608,,Los Angeles,0.3,Low
STUDIO 4250-STATION 03,515-699 James Stewart Ave,Universal City,CA,91602,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91602,,Los Angeles,0.3,Low
MERGE #3,5500 Carmel Mountain Rd,San Diego,CA,92130,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92130,,Orange,0.3869,Medium
SONOMA STATE LOT D SINGLE,Vine St,Rohnert Park,CA,94928,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94928,,San Francisco,0.4597,High
CNTYOFRIVERSIDE RIVERSIDE CTR 2,3403 10th street,Riverside,CA,92501,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92501,,Orange,0.3869,Medium
CITY OF DOWNEY LIBRARY,11121 Brookshire Ave,Downey,CA,90241,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90241,,Los Angeles,0.3,Low
CITY OF DOWNEY CITY HALL 1,11111 Brookshire Ave,Downey,CA,90241,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90241,,Los Angeles,0.3,Low
PARK PLACE PS5 STATION 2,3345 Michelson Dr,Irvine,CA,92612,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92612,92612,Orange,0.3869,Medium
AMADORPLAZA PLAZA_1,6670 Amador Plaza Rd,Dublin,CA,94568,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94568,,San Francisco,0.4597,High
G1A P1B,2600 Shattuck Ave,Berkeley,CA,94704,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94704,,San Francisco,0.4597,High
VALLEY FAIR WINCHESTER 2,2400 Forest Ave,San Jose,CA,95128,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95128,,Sacramento,0.3869,Medium
CAC STATION 1,22844 Virginia Blvd,California City,CA,93505,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93505,,Los Angeles,0.3,Low
CIVIC CENTER CIVICCENTER1,14123 All American Way,Westminster,CA,92683,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92683,92683,Orange,0.3869,Medium
FREEWAY STATION 02,2659 Townsgate Rd,Westlake Village,CA,91361,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91361,91361,Los Angeles,0.3,Low
ESSEX HACIENDA-2,4490 Hacienda Dr,Pleasanton,CA,94588,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94588,,San Francisco,0.4597,High
HOAG HOSPITAL STATION 1,16200 Sand Canyon Ave,Irvine,CA,92618,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92618,92618,Orange,0.3869,Medium
ESSEX HACIENDA LAKE 1,4234 Hacienda Dr,Pleasanton,CA,94588,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94588,,San Francisco,0.4597,High
C3 C3 3,5701 Hannum Ave,Culver City,CA,90230,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90230,,Los Angeles,0.3,Low
C3 C3 11,5701-5733 Hannum Ave,Culver City,CA,90230,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90230,,Los Angeles,0.3,Low
C3 C3 12,501 Corporate Pointe,Culver City,CA,90230,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90230,,Los Angeles,0.3,Low
PLAZA STATION 01,100 Thousand Oaks Blvd,Thousand Oaks,CA,91360,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91360,91360,Los Angeles,0.3,Low
ADOBE SAN JOSE WT5 #1,345 Park Ave,San Jose,CA,95110,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95110,,Sacramento,0.3869,Medium
LAFAYETTE EV OAK HILL 1,3566 Mt. Diablo blvd,Lafayette,CA,94549,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94549,,San Francisco,0.4597,High
RICHMOND FAMILY JUSTICE,256 24th St,Richmond,CA,94804,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94804,,San Francisco,0.4597,High
WELCOME CENTER RIVER ISLANDS,301 Stewart Rd,Lathrop,CA,95330,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95330,,Sacramento,0.3869,Medium
CITY OF OAKLAND FRANK OGAWA3,250 Frank H Ogawa Plaza Parking Level P2,Oakland,CA,94612,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94612,,San Francisco,0.4597,High
CLPCCD LPC LOT A ST 3,3000 Campus Hill Dr Parking Lot A,Livermore,CA,94551,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94551,,San Francisco,0.4597,High
CITY HALL CHARGER 2,14177 Frederick St.,Moreno Valley,CA,92553,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92553,,Orange,0.3869,Medium
1240-1250 AZUSA STARBUCKS,1250 W Foothill Blvd,Azusa,CA,91702,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91702,,Los Angeles,0.3,Low
OCS STATION 01,770 The City Dr S,Orange,CA,92868,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92868,,Orange,0.3869,Medium
THE EXCHANGE THE EXCHANGE 70,700 Larkspur Landing Cir,Larkspur,CA,94939,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94939,,San Francisco,0.4597,High
CITYOFPATTERSON CITY HALL,315 W Las Palmas,Patterson,CA,95363,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95363,,Sacramento,0.3869,Medium
SONOMA STATE LOT L SINGLE,Redwood Cir,Santa Rosa,CA,95404,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95404,,Sacramento,0.3869,Medium
ALAMEDA PARKING AZUSAEVPARKING2,801 N Alameda Ave,Azusa,CA,91702,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91702,,Los Angeles,0.3,Low
HUNTINGTONBEACH RV LOT 1,21203 Pacific Coast Hwy,Huntington Beach,CA,92648,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92648,92648,Orange,0.3869,Medium
UCR LOT9 STATION 2,Lot 9,Riverside,CA,92507,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92507,,Orange,0.3869,Medium
UCR LOT 15 STAT 2,N Campus Dr,Riverside,CA,92507,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92507,,Orange,0.3869,Medium
ESSEX VILLA GRANADA 1,3595 Granada Ave,Santa Clara,CA,95051,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95051,,Sacramento,0.3869,Medium
PAS CHARGEPOINT PA SQUARE 2C,3000 El Camino Real,Palo Alto,CA,94306,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94306,,San Francisco,0.4597,High
PAS CHARGEPOINT PA SQUARE 1A,5 Palo Alto Square,Palo Alto,CA,94306,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94306,,San Francisco,0.4597,High
ETC ONE HUNDRED STATION 2,100 Enterprise Way,Scotts Valley,CA,95066,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95066,,Sacramento,0.3869,Medium
PUBLIC HGCDD02,21795-21899 Pioneer Blvd,Hawaiian Gardens,CA,90715,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90715,,Los Angeles,0.3,Low
ROBLE ROBLE LL1-1,373 Santa Teresa St,Stanford,CA,94305,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94305,,San Francisco,0.4597,High
ROBLE ROBLE LL1-11,287 Santa Teresa St,Stanford,CA,94305,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94305,,San Francisco,0.4597,High
MOFFETT MOFFETT,101-199 Stierlin Rd,Mountain View,CA,94043,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94043,,San Francisco,0.4597,High
AVA LITTLE TOKYO 1,236 S Los Angeles St,Los Angeles,CA,90012,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90012,90012,Los Angeles,0.3,Low
SARATOGA CITY LIBRARY,13650 Saratoga Ave,Saratoga,CA,95070,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95070,,Sacramento,0.3869,Medium
VTA BERRYESSA 1,925 Berryessa Station Way Parking Structure,San Jose,CA,95133,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95133,,Sacramento,0.3869,Medium
VTA MILPITAS 14,1755 S. Milpitas Boulevard Parking Structure,Milpitas,CA,95035,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95035,,Sacramento,0.3869,Medium
VTA MILPITAS 6,700 Montague Expy,Milpitas,CA,95035,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95035,,Sacramento,0.3869,Medium
BEVERLY HILLS 450 N CRESCENT1,450 N Crescent Dr,Beverly Hills,CA,90210,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90210,,Los Angeles,0.3,Low
PARK AND RIDE CALABASAS 1,23577 Calabasas Rd,Calabasas,CA,91302,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,91302,,Los Angeles,0.3,Low
MAGIC PARKING DLH 05 ADA,1500 S Walnut St,Anaheim,CA,92802,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92802,,Orange,0.3869,Medium
TOPANGA STATION 8,6600 Topanga Canyon Blvd,Los Angeles,CA,91303,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91303,,Los Angeles,0.3,Low
TOPANGA STATION 7,6600 Topanga Canyon Blvd,Los Angeles,CA,91303,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91303,,Los Angeles,0.3,Low
PARK PLACE PS3 STATION 6,3171 Michelson Dr,Irvine,CA,92612,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92612,92612,Orange,0.3869,Medium
CPEX VISTA COURTS 1,County Complex,Vista,CA,92081,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92081,92081,San Diego,0.4597,High
HPD HFD PD WEST,Fuller Way,Hanford,CA,93230,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93230,,Los Angeles,0.3,Low
HUNTINGTONBEACH PIER PLAZA 1,1128 Pacific Coast Hwy,Huntington Beach,CA,92648,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92648,92648,Orange,0.3869,Medium
DUAL CHARGER A EV 3 AND 4,55 S Lake Ave,Pasadena,CA,91101,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91101,91101,Los Angeles,0.3,Low
HUNTINGTONBEACH BELLA TERRA 1,7777 Edinger Ave,Huntington Beach,CA,92647,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92647,92647,Orange,0.3869,Medium
HUNTINGTONBEACH MAIN STREET 1,200 Main St,Huntington Beach,CA,92648,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92648,92648,Orange,0.3869,Medium
HUNTINGTONBEACH CITY HALL 1,333 Union Ave,Huntington Beach,CA,92648,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92648,92648,Orange,0.3869,Medium
BEVERLY HILLS 471 S ROXBURY 1,471 S Roxbury Dr,Beverly Hills,CA,90212,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90212,,Los Angeles,0.3,Low
MUNICIPAL SENIOR CENTER 1,17967 Bushard St,Fountain Valley,CA,92708,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92708,,Orange,0.3869,Medium
MUNICIPAL TENNIS COURTS,16272 Brookhurst St,Fountain Valley,CA,92708,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92708,,Orange,0.3869,Medium
EVSP WEST HOLLY PLUMMER PARK 1,1140 N Vista St,West Hollywood,CA,90046,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90046,90046,Los Angeles,0.3,Low
EVSP WEST HOLLY WEHO LIBRARY 1,625 N San Vicente Blvd,West Hollywood,CA,90069,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90069,90069,Los Angeles,0.3,Low
