Station Name,Street Address,City,State,ZIP,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Connector Types,Access Code,Facility Type,Total_Chargers,Has_Level1,Has_Level2,Has_DC_Fast,ZIP_int,zip_code_int,county_name,electricity_rate_per_kwh,rate_tier
PACIFIC CANNERY STATION 155-156,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 20-21,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 26-27,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 32-33,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 03-04,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 44-45,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 30-31,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 28-29,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 54-55,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 42-43,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 50-51,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 36-37,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 40-41,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 58-59,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 57,1201 Pine St,Oakland,CA,94607,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 38-39,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 68-69,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 52-53,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 48-49,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 118,1201 Pine St,Oakland,CA,94607,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 100-101,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 116-117,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 121-122,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 133-134,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 158-159,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 153-154,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 145-146,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 160-161,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 149-150,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
CITY OF FRESNO CHAFFEEZOOCHG1,894 W Belmont Ave,Fresno,CA,93728,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93728,,Los Angeles,0.3,Low
SANTA CLARA CRC 1,969 Kiely Blvd,Santa Clara,CA,95051,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95051,,Sacramento,0.3869,Medium
SANTA CLARA CRC 2,969 Kiely Blvd,Santa Clara,CA,95051,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95051,,Sacramento,0.3869,Medium
SANTA CLARA CRC 3,969 Kiely Blvd,Santa Clara,CA,95051,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95051,,Sacramento,0.3869,Medium
CITY OF FRESNO UNDERGRGAR8CHG8,1077 Van Ness Blvd,Fresno,CA,93721,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93721,,Los Angeles,0.3,Low
"Boku Superfoods Cafe (Ojai, CA)",987 W OJAI AVE,Ojai,CA,93023,0.0,0.0,4.0,Electrify America,CHADEMO J1772COMBO,public,,4.0,False,False,True,93023,,Los Angeles,0.3,Low
View Inc East,195 S Milpitas Blvd,Milpitas,CA,95035,0.0,2.0,0.0,ChargePoint Network,J1772,private,RESEARCH_FACILITY,2.0,False,True,False,95035,,Sacramento,0.3869,Medium
View Inc North,195 S Milpitas Blvd,Milpitas,CA,95035,0.0,4.0,0.0,ChargePoint Network,J1772,private,RESEARCH_FACILITY,4.0,False,True,False,95035,,Sacramento,0.3869,Medium
View Inc South,195 S Milpitas Blvd,Milpitas,CA,95035,0.0,20.0,0.0,ChargePoint Network,J1772,private,RESEARCH_FACILITY,20.0,False,True,False,95035,,Sacramento,0.3869,Medium
RHW GATEWAY 1,200 Rutherford Hill Rd,Rutherford,CA,94573,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94573,,San Francisco,0.4597,High
RHW STATION 2,200 Rutherford Hill Rd,Rutherford,CA,94573,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94573,,San Francisco,0.4597,High
UNITED AIRLINES SFO EV 3,800 South Airport Blvd,San Francisco,CA,94128,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94128,,San Francisco,0.4597,High
Truxel Rd - Sacramento CA,3721 Truxel Rd.,Sacramento,CA,95834,0.0,0.0,2.0,SHELL_RECHARGE,CHADEMO J1772COMBO,public,,2.0,False,False,True,95834,,Sacramento,0.3869,Medium
The Trading Post - Tesla Supercharger,870 Herndon Avenue,Clovis,CA,93612,0.0,0.0,12.0,Tesla,TESLA,public,SHOPPING_CENTER,12.0,False,False,True,93612,,Los Angeles,0.3,Low
PACIFIC CANNERY STATION 34-35,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
DEPOT WEST LOT #1,1170 W 3rd St,San Bernardino,CA,92410,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92410,,Orange,0.3869,Medium
TRANSIT CENTER STATION #1,174 S E St,San Bernardino,CA,92401,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92401,,Orange,0.3869,Medium
DEPOT EAST LOT #1,1170 W 3rd St,San Bernardino,CA,92410,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92410,,Orange,0.3869,Medium
DEPOT EAST LOT #2,1170 W 3rd St,San Bernardino,CA,92410,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92410,,Orange,0.3869,Medium
TRANSIT CENTER STATION #4,174 S E St,San Bernardino,CA,92401,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92401,,Orange,0.3869,Medium
NEW ERA NEW ERA 1,682 Rancheros Dr,San Marcos,CA,92069,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92069,92069,San Diego,0.4597,High
Cherry Chase Center - Tesla Supercharger,639 S Bernardo Ave,Sunnyvale,CA,94087,0.0,0.0,16.0,Tesla,TESLA,public,SHOPPING_CENTER,16.0,False,False,True,94087,,San Francisco,0.4597,High
Caltrans - Clyde V. Kane Rest Area - Southbound,"I-15, Exit 217",Baker,CA,92309,0.0,0.0,2.0,Non-Networked,CHADEMO J1772COMBO,public,TRAVEL_CENTER,2.0,False,False,True,92309,,Orange,0.3869,Medium
SRH 4K 1,20340 Hawthorne Blvd,Torrance,CA,90503,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90503,,Los Angeles,0.3,Low
UTC SOUTH STATION 2,4373 La Jolla Village Dr,San Diego,CA,92122,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92122,,Orange,0.3869,Medium
SANTABARBARACH CHINO HILLS ST1,15920 Pomona Rincon Rd,Chino Hills,CA,91709,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91709,,Los Angeles,0.3,Low
AGOURA HILLS EV STATION 1,29900 Ladyface Ct,Agoura Hills,CA,91301,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,91301,,Los Angeles,0.3,Low
AGOURA HILLS EV STATION 2,29900 Ladyface Ct,Agoura Hills,CA,91301,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,91301,,Los Angeles,0.3,Low
CNTYOFRIVERSIDE MOB #8,26600 Cactus Ave,Moreno Valley,CA,92555,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92555,,Orange,0.3869,Medium
CNTYOFRIVERSIDE MOB #5,26600 Cactus Ave,Moreno Valley,CA,92555,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92555,,Orange,0.3869,Medium
CNTYOFRIVERSIDE MOB #6,26600 Cactus Ave,Moreno Valley,CA,92555,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92555,,Orange,0.3869,Medium
CNTYOFRIVERSIDE MOB #4,26520 Cactus Ave,Moreno Valley,CA,92555,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92555,,Orange,0.3869,Medium
PACIFIC CANNERY STATION 01-02,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 09-10,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 11-12,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 13-14,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 16-17,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 22-23,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 18-19,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 24-25,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 46-47,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 62-63,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 72-73,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 64-65,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 66-67,1201 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
BWP EV CHARGE BWP LIBRARY 2,340 N Buena Vista St,Burbank,CA,91505,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91505,91505,Los Angeles,0.3,Low
BWP EV CHARGE 2034 HOLLYWOOD2,2034 N Hollywood Way,Burbank,CA,91505,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,91505,91505,Los Angeles,0.3,Low
HUDSON 333 TWIN STATION 1,333 Twin Dolphin Dr,Redwood City,CA,94065,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94065,,San Francisco,0.4597,High
SANTA MONICA CIVIC EVSE 30,333 Civic Center Dr,Santa Monica,CA,90401,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90401,,Los Angeles,0.3,Low
RETREAT MIDWAY VCHP 1-3,7831 Pacific Cir,Midway City,CA,92655,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92655,92655,Orange,0.3869,Medium
RETREAT MIDWAY VCHP 5-7,7831 Pacific Cir,Midway City,CA,92655,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92655,92655,Orange,0.3869,Medium
RETREAT MIDWAY VCHP 6-8,7820 Bolsa Ave,Midway City,CA,92655,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92655,92655,Orange,0.3869,Medium
SADM PARKING SADM 2,1171 Pier F Ave,Long Beach,CA,90802,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90802,,Los Angeles,0.3,Low
"Simon Napa Premium Outlets (Napa, Ca)",629 FACTORY STORES DRIVE,Napa,CA,94558,0.0,0.0,4.0,Electrify America,CHADEMO J1772COMBO,public,,4.0,False,False,True,94558,,San Francisco,0.4597,High
VALLEY WATER STATION 01,Almaden & Via Monte,San Jose,CA,95123,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95123,,Sacramento,0.3869,Medium
VALLEY WATER STATION 04,5741-5743 Almaden Rd,San Jose,CA,95118,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95118,,Sacramento,0.3869,Medium
VALLEY WATER STATION 03,5741-5743 Almaden Rd,San Jose,CA,95118,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95118,,Sacramento,0.3869,Medium
CITY OF FRESNO WOODWRKPRKCHG1,7775 N Friant Rd,Fresno,CA,93720,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93720,,Los Angeles,0.3,Low
CITY OF FRESNO WOODWRKPRKCHG10,7775 N Friant Rd,Fresno,CA,93720,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93720,,Los Angeles,0.3,Low
CITY OF FRESNO WOODWRKPRKCHG8,7775 N Friant Rd,Fresno,CA,93720,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93720,,Los Angeles,0.3,Low
CITY OF FRESNO WOODWRKPRKCHG9,7775 N Friant Rd,Fresno,CA,93720,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93720,,Los Angeles,0.3,Low
CITY OF FRESNO WOODWRKPRKCHG7,7775 N Friant Rd,Fresno,CA,93720,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93720,,Los Angeles,0.3,Low
CITY OF FRESNO WOODWRKPRKCHG2,Yosemite Rd,Fresno,CA,93720,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93720,,Los Angeles,0.3,Low
CITY OF FRESNO WOODWRKPRKCHG4,Yosemite Rd,Fresno,CA,93720,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93720,,Los Angeles,0.3,Low
CITY OF FRESNO WOODWRKPRKCHG6,7775 N Friant Rd,Fresno,CA,93720,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93720,,Los Angeles,0.3,Low
Chula Vista Center Macy's,555 Broadway Chula,Vista,CA,91910,0.0,3.0,0.0,Volta,J1772,public,,3.0,False,True,False,91910,,Los Angeles,0.3,Low
Chula Vista Center Macy's,555 Broadway Chula,Vista,CA,91910,0.0,2.0,0.0,Volta,J1772,public,,2.0,False,True,False,91910,,Los Angeles,0.3,Low
Chula Vista Center,555 Broadway Chula,Vista,CA,91910,0.0,2.0,0.0,Volta,J1772,public,,2.0,False,True,False,91910,,Los Angeles,0.3,Low
Eastland Center,2753 E Eastland Center Dr,West Covina,CA,91791,0.0,4.0,0.0,Volta,J1772,public,,4.0,False,True,False,91791,,Los Angeles,0.3,Low
Fullerton Town Center,1100 S. Harbor Blvd.,Fullerton,CA,92832,0.0,2.0,0.0,Volta,J1772,public,,2.0,False,True,False,92832,,Orange,0.3869,Medium
GardenWalk Garage Level P1,400 West Disney Way,Anaheim,CA,92802,0.0,3.0,0.0,Volta,J1772,public,,3.0,False,True,False,92802,,Orange,0.3869,Medium
Vons 11322 Los Alamitos Blvd Los Alamitos	CA,11322 Los Alamitos Blvd,Los Alamitos,CA,90720,0.0,2.0,0.0,Volta,J1772,public,,2.0,False,True,False,90720,,Los Angeles,0.3,Low
Albertsons 2400 W. Commonwealth Alhambra CA,2400 West Commonwealth Ave.,Alhambra,CA,91803,0.0,2.0,0.0,Volta,J1772,public,,2.0,False,True,False,91803,91803,Los Angeles,0.3,Low
"Starbucks at 2124 Artesia Blvd. Torrance, CA 90504 01",2124 Artesia Boulevard,Torrance,CA,90504,0.0,1.0,0.0,Volta,J1772,public,,1.0,False,True,False,90504,,Los Angeles,0.3,Low
Friendship Plaza in Millbrae,45 Murchison Drive,Millbrae,CA,94030,0.0,2.0,0.0,Volta,J1772,public,,2.0,False,True,False,94030,,San Francisco,0.4597,High
Northgate One,270 Northgate Drive,San Rafael,CA,94903,0.0,3.0,0.0,Volta,J1772,public,,3.0,False,True,False,94903,,San Francisco,0.4597,High
Century 16 Greenback Lane,6233 Garfield Ave.,Sacramento,CA,95841,0.0,2.0,0.0,Volta,J1772,public,,2.0,False,True,False,95841,,Sacramento,0.3869,Medium
PACIFIC CANNERY STATION 05-06,1195 Pine St,Oakland,CA,94607,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94607,,San Francisco,0.4597,High
PACIFIC CANNERY STATION 112,1201 Pine St,Oakland,CA,94607,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94607,,San Francisco,0.4597,High
TMMC PARKING STATION 2,23226-23276 Early Ave,Torrance,CA,90505,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90505,,Los Angeles,0.3,Low
TMMC PARKING STATION 5,23226-23276 Early Ave,Torrance,CA,90505,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90505,,Los Angeles,0.3,Low
TMMC PARKING STATION 4,23226-23276 Early Ave,Torrance,CA,90505,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90505,,Los Angeles,0.3,Low
TMMC PARKING STATION 3,23226-23276 Early Ave,Torrance,CA,90505,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90505,,Los Angeles,0.3,Low
TMMC PARKING STATION 1,23226-23276 Early Ave,Torrance,CA,90505,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90505,,Los Angeles,0.3,Low
TMMC PARKING STATION 6,23226-23276 Early Ave,Torrance,CA,90505,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90505,,Los Angeles,0.3,Low
TMMC PARKING STATION 7,23226-23276 Early Ave,Torrance,CA,90505,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90505,,Los Angeles,0.3,Low
EVSP WALGREENS STORE 11472,3320 Chino Hills Pkwy,Chino Hills,CA,91709,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,91709,,Los Angeles,0.3,Low
MONTEREY AIRPRT UNIT 2,200 Fred Kane Dr,Monterey,CA,93940,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,93940,,Los Angeles,0.3,Low
MONTEREY AIRPRT UNIT 3,200 Fred Kane Dr,Monterey,CA,93940,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,93940,,Los Angeles,0.3,Low
MONTEREY AIRPRT UNIT 4,200 Fred Kane Dr,Monterey,CA,93940,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,93940,,Los Angeles,0.3,Low
"BoA CA6-136 (Fountain Valley, CA)",17430 Brookhurst St,Fountain Valley,CA,92708,0.0,0.0,4.0,Electrify America,CHADEMO J1772COMBO,public,,4.0,False,False,True,92708,,Orange,0.3869,Medium
Manchester Grand Hyatt,1 Market Place,San Diego,CA,92101,0.0,9.0,0.0,Blink Network,J1772,public,,9.0,False,True,False,92101,,Orange,0.3869,Medium
GILDRED SINGLE ENCIN #1,5441 Avenida Encinas,Carlsbad,CA,92008,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92008,,Orange,0.3869,Medium
Target - Tesla Supercharger,2040 California Avenue,Sand City,CA,93955,0.0,0.0,12.0,Tesla,TESLA,public,SHOPPING_CENTER,12.0,False,False,True,93955,,Los Angeles,0.3,Low
Heritage Plaza - Tesla Supercharger,14346 Culver Drive,Irvine,CA,92604,0.0,0.0,16.0,Tesla,TESLA,public,SHOPPING_CENTER,16.0,False,False,True,92604,92604,Orange,0.3869,Medium
Hawthorn Suite by Wyndham,321 Bercut Dr,Sacramento,CA,95811,0.0,10.0,0.0,EVCS,J1772,public,HOTEL,10.0,False,True,False,95811,,Sacramento,0.3869,Medium
IRVINE  CO  OFC DP 525 TECH 06,525 Technology Dr,Irvine,CA,92618,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92618,92618,Orange,0.3869,Medium
IRVINE  CO  OFC DP 525 TECH 01,525 Technology Dr,Irvine,CA,92618,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92618,92618,Orange,0.3869,Medium
IRVINE  CO  OFC DP 525 TECH 02,525 Technology Dr,Irvine,CA,92618,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92618,92618,Orange,0.3869,Medium
IRVINE  CO  OFC DP 525 TECH 04,525 Technology Dr,Irvine,CA,92618,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92618,92618,Orange,0.3869,Medium
IRVINE  CO  OFC DP 525 TECH 05,525 Technology Dr,Irvine,CA,92618,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92618,92618,Orange,0.3869,Medium
IRVINE  CO  OFC DP 525 TECH 03,525 Technology Dr,Irvine,CA,92618,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92618,92618,Orange,0.3869,Medium
IRVINE  CO  OFC 3 PARK PLAZA 01,3 Park Plaza,Irvine,CA,92614,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92614,92614,Orange,0.3869,Medium
IRVINE  CO  OFC 3 PARK PLAZA 04,3 Park Plaza,Irvine,CA,92614,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92614,92614,Orange,0.3869,Medium
IRVINE  CO  OFC CBC 125 TECH 01,125 Technology Dr,Irvine,CA,92618,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92618,92618,Orange,0.3869,Medium
IRVINE  CO  OFC CBC 125 TECH 02,123 Technology Dr,Irvine,CA,92618,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92618,92618,Orange,0.3869,Medium
IRVINE  CO  OFC CBC 125 TECH 03,123 Technology Dr,Irvine,CA,92618,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92618,92618,Orange,0.3869,Medium
Walmart 2280 Mountain View,600 Showers Drive,Mountain View,CA,94040,0.0,0.0,6.0,Electrify America,CHADEMO J1772COMBO,public,,6.0,False,False,True,94040,,San Francisco,0.4597,High
Richmond Bayview Library,5100 Hartnett Ave,Richmond,CA,94804,0.0,2.0,0.0,Blink Network,J1772,public,,2.0,False,True,False,94804,,San Francisco,0.4597,High
SCHOOLSFIRST SANTA ANA 1,2115 N Broadway,Santa Ana,CA,92706,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92706,,Orange,0.3869,Medium
SCHOOLSFIRST SANTA ANA 2,2115 N Broadway,Santa Ana,CA,92706,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92706,,Orange,0.3869,Medium
VALLEY WATER STATION 5,5750 Almaden Expy,San Jose,CA,95123,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95123,,Sacramento,0.3869,Medium
WEHO 8461 SMB,8461 Santa Monica Blvd,West Hollywood,CA,90069,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90069,90069,Los Angeles,0.3,Low
521423_St Marys Cathedral,1111 Gough St,San Francisco,CA,94014,0.0,9.0,0.0,SHELL_RECHARGE,J1772,public,,9.0,False,True,False,94014,,San Francisco,0.4597,High
TRANSIT CENTER STATION #5,174 S E St,San Bernardino,CA,92401,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92401,,Orange,0.3869,Medium
